age, income, credit_score, loan_amount, loan_term, employment_years, debt_to_income     , existing_loans, savings_balance, will_default, suggested_interest_rate
 43, 63837 ,          361,        5415,        48,                6, 0.7955528775429968 ,              4,            5099,            1,     22.571980070252685
 20, 76698 ,          361,       81441,        48,                2, 0.2157586927378008 ,              0,              22,            1,     17.20068723773341
 36, 62594 ,          721,       75779,        12,                4, 0.6469188399000231 ,              2,            1947,            1,     17.598389273345116
 37, 71428 ,          679,       87069,        48,                2, 0.6808871915162575 ,              2,            1352,            1,     16.523271612569552
 49, 90400 ,          576,       97556,        48,                3, 0.796124778927201  ,              2,           32274,            1,     16.572404759792654
 24, 69335 ,          730,       93444,        48,               10, 0.40005725249658797,              2,             670,            1,     18.083419079855247
 69, 56611 ,          414,       76435,        48,                0, 0.7118661640975381 ,              3,            6950,            1,     24.29707118082895
 58, 82678 ,          420,       14888,        48,                0, 0.7702776073117957 ,              1,           25222,            1,     24.168235567653944
 50, 85095 ,          824,       50299,        60,                0, 0.22102590142626702,              4,            9352,            1,     19.087101597015693
 57, 85375 ,          715,       63765,        60,                1, 0.43560526234167285,              3,            6837,            1,     17.927477373935634
 56, 40157 ,          462,       67714,        60,                0, 0.1420075731992614 ,              1,           13586,            1,     22.50609498339184
 35, 22919 ,          636,       20935,        12,                1, 0.5345068084169412 ,              0,            4359,            1,     20.852079040175994
 57, 38936 ,          678,       78002,        36,                0, 0.5069843097995965 ,              3,            2153,            1,     23.46032422757483
 18, 64072 ,          623,       85631,        12,                1, 0.24288839926423803,              3,           18791,            1,     21.49795393675279
 28, 53183 ,          472,       81729,        60,                2, 0.6585319312258883 ,              3,             582,            1,     24.380476183798482
 45, 45870 ,          363,        6320,        12,                0, 0.12608810593447792,              3,           16491,            1,     23.52119462828052
